_id,Inspection ID,Facility ID,Facility Name,Facility Address,Facility Address 2,Facility Municipality Name,Facility City,Facility County,Facility State,Facility Postal Code,Facility Latitude,Facility Longitude,Venue Type,Inspection Date,Inspection End,Inspection Purpose,Inspection Passed,Inspection Number,Inspector Name,"Free Chlorine, Shallow","Free Chlorine, Deep","Combined Chlorine, Shallow","Combined Chlorine, Deep","Free Bromine, Shallow","Free Bromine, Deep","pH Value, Shallow","pH Value, Deep",Cyanuric Acid,Turnover,Enclosure,Main Drain Visible,Safety Equipment,Disinfectant Level,pH Balance,No Imminent Health Hazards,Abated Date
60028,206230,10737,CAMBRIA SUITES PGH @ PPG PAINTS ARENA POOL,1320 CENTRE  AVENUE,,Pittsburgh,Pittsburgh,Allegheny County,PA,15219,40.4400933442043,-79.987981041559,POOLS (INDOOR),2023-06-13T12:30:00,2023-06-14T13:30:00,FOLLOW UP INSPECTION,t,6,DAILY NATHAN,2,2,0.6,0.6,,,7.4,7.4,,,t,t,t,t,t,t,2023-09-14
60029,206234,2486,CLAIRTON MUNICIPAL POOL,435 FREEMONT STREET,,Clairton,CLAIRTON,Allegheny County,PA,15025,40.3024957266492,-79.8945475907529,POOLS (OUTDOOR),2023-06-13T11:30:00,2023-06-14T12:30:00,INITIAL INSPECTION,f,1,CONLEY FAON,3.8,4,0,0,0,0,7.4,7.4,,1275,t,t,t,t,t,t,2023-06-15
60030,206251,553,AVALON POOL,708 NEW BRIGHTON ROAD,,Avalon,PITTSBURGH,Allegheny County,PA,15202,40.5046898034623,-80.0648071548667,POOLS (OUTDOOR),2023-06-14T15:15:00,2023-06-15T16:15:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,2.2,2.2,0,0,,,7.4,7.4,,559,t,t,f,t,t,t,2023-06-23
60031,206277,2088,HAYMAKER SWIM & RACQUET CLUB POOL,106 PENN LEAR DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4003130703935,-79.7604742222615,POOLS (OUTDOOR),2023-06-15T13:00:00,2023-06-16T13:45:00,INITIAL INSPECTION,t,1,MURPHY COLLEEN,2,,0,,,,7.6,,,400,t,t,f,t,t,t,2023-08-04
60032,206313,2272,PRESIDENTIAL ARMS POOL,9815 PRESIDENTIAL DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15101,40.583866831342,-79.9983983864792,POOLS (OUTDOOR),2023-06-13T15:00:00,2023-06-19T15:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3.6,4.2,0,0,,,7.4,7.4,30,140,t,t,t,t,t,t,2023-06-21
60033,206314,1225,WADSWORTH HALL COMMUNITY CENTER POOL,480 OAK HILL DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4427435078793,-79.9695893589668,POOLS (OUTDOOR),2023-06-16T14:30:00,2023-06-19T15:45:00,INITIAL INSPECTION,t,1,O'BRIEN JEFF,3,4,0,0.2,,,7.6,7.8,45,220,t,t,f,t,t,t,
60034,206322,350,VENTANA HILLS POOL,1350 VENTANA DRIVE,,ROBINSON TOWNSHIP,CORAOPOLIS,Allegheny County,PA,15108,40.4674869213783,-80.1500607784988,POOLS (OUTDOOR),2023-06-15T14:35:00,2023-06-19T15:10:00,FOLLOW UP INSPECTION,t,10,MANOWN MARYANN,3,,0.2,,,,7.6,,<30,,t,t,f,t,t,t,2023-09-14
60035,200637,2466,SOUTH PARK WAVE POOL, MCCONKEY ROAD,,Bethel Park,BETHEL PARK,Allegheny County,PA,15102,,,POOLS (OUTDOOR),2022-07-19T14:00:00,2022-07-20T15:30:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,3.6,3.6,0,0,0,0,7.4,7.4,,3700,t,t,f,t,t,t,2022-07-27
60036,200639,855,BAIERL FAMILY YMCA  POOL - INDOOR,2565 NICHOLSON ROAD,,Franklin Park,SEWICKLEY,Allegheny County,PA,15143,40.6095906193968,-80.1010076419322,POOLS (INDOOR),2022-07-15T15:00:00,2022-07-20T15:30:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,7.6,,,,t,t,t,t,f,t,2022-08-15
60037,200653,8817,PINE PARK SPRAY PAD,123 PINE PARK DRIVE,,Pine Township,Wexford,Allegheny County,PA,15090,40.6622326274239,-80.0402361075408,WADING POOL SYSTEM,2022-07-19T14:00:00,2022-07-21T15:10:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,3,,0.4,,,,7.2,,,260,t,t,t,t,t,t,2022-08-10
60038,200661,8898,SEWICKLEY RIDGE SPA,148 FREEDOM LANE,,Ohio Township,Sewickley,Allegheny County,PA,15143,40.5383688314218,-80.1169665852579,SPA/HOT TUB (OUTDOOR),2022-07-20T10:25:00,2022-07-21T10:35:00,INITIAL INSPECTION,f,1,NOBBS SCOTT,6.4,,0.2,,,,7.4,,,55,t,t,t,t,t,t,2022-07-25
60039,200665,414,OAK HILL APT POOL,280 BURROWS STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15213,40.4396883874896,-79.9700862862395,POOLS (OUTDOOR),2022-07-20T10:10:00,2022-07-21T10:45:00,INITIAL INSPECTION,t,1,WILSON ANGELA,1.6,,0.2,,,,7.4,,30,80,t,t,f,t,t,t,2022-08-05
60040,200674,1010,STAUNTON HEIGHTS CONDO POOL,1501 STAUNTON DRIVE,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5442119712915,-80.2033874829828,POOL (CONDO OUTDOOR),2022-07-19T09:20:00,2022-07-21T10:05:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,3,,0,,,,7.6,,<30,55,t,t,f,t,t,t,2022-07-22
60041,200696,770,GLENS HOMEOWNERS ASSOC. - POOL,100 INVERNESS DRIVE,,McCandless,MC CANDLESS,Allegheny County,PA,15237,40.5661381799793,-80.0425175769996,POOL (CONDO OUTDOOR),2022-07-21T14:40:00,2022-07-22T15:25:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,4,,0,,,,7.4,,,25,t,t,t,t,t,t,2022-07-25
60042,200719,5982,NINETEEN NORTH APARTMENT POOL,1050 19TH NORTH DRIVE,,McCandless,PITTSBURGH,Allegheny County,PA,15237,40.5665057434622,-80.0415658476786,POOLS (OUTDOOR),2022-07-22T15:15:00,2022-07-25T15:50:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,1.8,1.6,0.2,0.2,,,7.4,7.4,,145,t,t,t,t,t,t,2022-08-25
60043,200726,2506,FOREST HILLS COMMUNITY POOL,400 BRADDOCK ROAD,,Forest Hills,PITTSBURGH,Allegheny County,PA,15221,40.4247952914161,-79.85632684246,POOLS (OUTDOOR),2022-07-19T14:00:00,2022-07-25T14:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2,,0,,,,7.4,,,680,t,t,t,t,t,t,2022-08-04
60044,200732,10077,EVERGREEN APARTMENTS POOL,3730 EVERGREEN DRIVE,,Monroeville,Monroeville,Allegheny County,PA,15146,40.4450624051213,-79.7770685802308,POOLS (OUTDOOR),2022-07-21T10:30:00,2022-07-25T11:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,5,,0,,,,7.4,,,70,t,t,t,t,t,t,2022-08-05
60045,200737,5621,GATEWAY HEIGHTS SWIM CLUB WADING POOL,2249 RAMSEY  DRIVE,,Monroeville,MONROEVILLE,Allegheny County,PA,15146,40.4099646011041,-79.7517454620722,POOLS (OUTDOOR),2022-07-21T13:00:00,2022-07-26T13:30:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,2022-08-05
60046,200738,7876,VENANGO TRAILS COMMUNITY CONDO POOL,3035 MAHICAN CIRCLE,,Marshall Township,Mars,Allegheny County,PA,16046,40.6712687545681,-80.0916183805876,POOL (CONDO OUTDOOR),2022-07-25T13:45:00,2022-07-26T15:45:00,INITIAL INSPECTION,t,1,NOBBS SCOTT,2.8,,0,,,,7.4,,,260,t,t,t,t,t,t,2022-08-16
60047,200739,3922,DOUBLETREE BY HILTON PGH CRANBERRY POOL,910 SHERATON  DRIVE,,Marshall Township,MARS,Allegheny County,PA,16046,40.6688550332578,-80.0949915855995,POOLS (INDOOR),2022-07-25T14:50:00,2022-07-26T15:20:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-16
60048,200742,5442,THE YARDS @ 3 CROSSINGS - POOL,2625 RAILROAD  STREET,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15222,,,POOLS (OUTDOOR),2022-07-22T09:30:00,2022-07-26T10:00:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1,,0,,,,7.4,,,120,t,t,t,t,t,t,2022-08-05
60049,200751,10680,THE CORK FACTORY LOFTS-SPA,2349 RAILROAD STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15222,40.4546946717439,-79.9833762467926,SPA/HOT TUB (INDOOR),2022-07-22T10:30:00,2022-07-26T10:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,2,,0,,,,7.2,,,10,t,t,t,t,t,t,2022-08-04
60050,200752,10679,THE CORK FACTORY LOFTS POOL,2349 RAILROAD STREET,,Pittsburgh,Pittsburgh,Allegheny County,PA,15222,40.4546946717439,-79.9833762467926,POOLS (OUTDOOR),2022-07-22T10:45:00,2022-07-26T11:15:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,1.8,,0,,,,7.4,,,65,t,t,t,t,t,t,2022-08-04
60051,200779,2227,WILDWOOD GOLF CLUB -  WADING POOL,2195 SAMPLE ROAD,,Hampton Township,ALLISON PARK,Allegheny County,PA,15101,40.5775724063053,-79.9845630971129,WADING POOL SYSTEM,2022-07-26T15:10:00,2022-07-27T15:20:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-16
60052,200780,167,POLO FIELDS AT HAMPTON POOL,5151 POLO FIELDS DRIVE,,Hampton Township,GIBSONIA,Allegheny County,PA,15044,40.6113526006291,-79.9454284396267,POOL (CONDO OUTDOOR),2022-07-27T09:20:00,2022-07-27T09:40:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-16
60053,200787,4041,MYSTIC HILLS POL ASSOCIATION,101 PAPPON DRIVE,,Findlay Township,IMPERIAL,Allegheny County,PA,15126,40.4567533107287,-80.242237554872,POOL (CONDO OUTDOOR),2022-07-20T10:45:00,2022-07-26T11:30:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,2.5,,0,,,,7.2,,>100,,t,t,f,t,t,t,
60054,200795,1305,SAMPSON YMCA OUTDOOR POOL,2200 GOLDEN MILE  HIGHWAY,Rt#286,Plum,PITTSBURGH,Allegheny County,PA,15239,40.4580735275282,-79.707638199256,POOLS (OUTDOOR),2022-07-26T12:41:00,2022-07-27T13:15:00,INITIAL INSPECTION,t,1,WILSON ANGELA,2.2,2.8,0,0,,,7.4,7.4,<30,560,t,t,f,t,t,t,2022-08-26
60055,200798,2162,SANDCASTLE / MAIN POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,POOLS (OUTDOOR),2022-07-26T11:00:00,2022-07-27T11:15:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,4.8,,0,,,,7.4,,,970,t,t,f,t,t,t,2022-08-10
60056,200801,2529,SANDCASTLE / SPEED SLIDE,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WATER SLIDE POOLS,2022-07-26T10:15:00,2022-07-28T10:25:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,3,,0,,,,7.8,,,70,t,t,f,t,t,t,2022-08-12
60057,200803,2171,SANDCASTLE / TAD POOL,1000 SANDCASTLE DRIVE,,West Homestead,HOMESTEAD,Allegheny County,PA,15120,40.3978093001117,-79.9272275022397,WADING POOL SYSTEM,2022-07-26T11:00:00,2022-07-28T11:15:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,4,,0,,,,7.4,,,400,t,t,f,t,t,t,2022-08-12
60058,200804,2289,OAKMONT LANDING APT POOL,101 WASHINGTON AVENUE,,Oakmont,OAKMONT,Allegheny County,PA,15139,40.5173146727263,-79.8482634691389,POOLS (OUTDOOR),2022-07-22T09:00:00,2022-07-28T10:30:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,6,6,0.2,0.2,0,0,7.2,7.2,<50,75,t,t,f,t,t,t,2023-06-09
60059,200805,1414,HYATT PLACE POOL,260 N SHORE DRIVE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15212,40.44665592618,-80.0091472301312,POOLS (INDOOR),2022-07-27T14:00:00,2022-07-28T14:30:00,FOLLOW UP INSPECTION,t,4,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-18
60060,200814,49,FOX CHAPEL RACQUET CLUB WADING POOL,355 HUNT ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.5107736280778,-79.8924624837266,WADING POOL SYSTEM,2022-07-27T11:30:00,2022-07-28T13:30:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,4.8,,0.2,,0,0,7.6,,<50,80,t,t,f,t,t,t,2023-08-09
60061,200843,4141,TORRENTE APARTMENTS POOL,2565 BOYCE PLAZA  ROAD,,Upper St Clair Township,PITTSBURGH,Allegheny County,PA,15241,40.3225160919673,-80.1135523348394,POOLS (OUTDOOR),2022-07-29T14:10:00,2022-08-01T14:25:00,FOLLOW UP INSPECTION,t,2,WOLFE CURRIER,4.2,,0.2,,,,7.4,,>100,,t,t,f,t,f,t,2023-06-07
60062,200847,2481,MAIDENBRIDGE & CANONGATE COMMUNITY POOL,100 WHITE HAMPTON LANE,,Whitehall,PITTSBURGH,Allegheny County,PA,15236,40.3641474984428,-79.9983186356376,POOLS (OUTDOOR),2022-07-29T09:30:00,2022-08-01T10:30:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.8,4.8,0,0,0,0,7.4,7.4,,168,t,t,f,t,t,t,2022-08-17
60063,200868,2253,NORTH PARK SWIMMING POOL, S RIDGE DRIVE,,McCandless,ALLISON PARK,Allegheny County,PA,15101,,,POOLS (OUTDOOR),2022-08-01T15:15:00,2022-08-02T15:25:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,,t,t,f,t,t,t,2022-08-10
60064,200874,4241,CAMP GUYASUTA SPRAY PAD,300 23RD STREET  EX EXTENSION,,O'Hara Township,PITTSBURGH,Allegheny County,PA,15238,,,WADING POOL SYSTEM,2022-08-01T13:00:00,2022-08-02T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,18,,0.6,,0,0,8.0,,<50,120,t,t,t,t,f,f,2023-08-09
60065,200875,2275,CAMP GUYASUTA POOL,300 23RD STREET EX EXTENSION,,O'Hara Township,PITTSBURGH,Allegheny County,PA,15238,,,POOLS (OUTDOOR),2022-08-01T13:00:00,2022-08-02T15:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,5.8,5,0.6,0.6,0,0,8.0,8.0,<50,400,t,t,t,t,f,t,2023-08-09
60066,200878,2216,PITTSBURGH FIELD CLUB - WADING POOL,121 FIELD CLUB ROAD,,Fox Chapel,PITTSBURGH,Allegheny County,PA,15238,40.513121144701,-79.8898982412721,WADING POOL SYSTEM,2022-08-01T09:00:00,2022-08-02T09:30:00,FOLLOW UP INSPECTION,t,3,FREEMAN MICHELE,6.2,,0.2,,0,0,7.8,,<50,60,t,t,t,t,t,f,
60067,200879,2219,FOX CHAPEL GOLF CLUB POOL,426 FOX CHAPEL ROAD,,Fox Chapel,PGH,Allegheny County,PA,15238,40.5229384347873,-79.8778213870291,WADING POOL SYSTEM,2022-08-01T10:00:00,2022-08-02T10:30:00,FOLLOW UP INSPECTION,t,5,FREEMAN MICHELE,2.4,1.8,0,0,0,0,7.8,7.0,<50,440,t,t,f,t,t,f,2022-12-14
60068,200882,7575,REDWOOD ESTATES POOL,100 REDWOOD DRIVE,,North Fayette Township,Oakdale,Allegheny County,PA,15071,40.4455137398381,-80.2148035862461,POOLS (OUTDOOR),2022-08-02T12:10:00,2022-08-03T12:35:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,1,,0,,,,7.4,,0,85,t,t,t,t,t,t,2022-08-08
60069,201305,10878,RESIDENCE AT THE WATERFRONT POOL,611 E WATERFRONT DRIVE,,Munhall,Homestead,Allegheny County,PA,15120,40.4142875321572,-79.9052998631997,POOLS (OUTDOOR),2022-08-26T10:30:00,2022-08-26T10:50:00,FOLLOW UP INSPECTION,t,2,ANDERSON IAN,,,,,,,,,,,t,t,f,t,t,t,2023-06-06
60070,201355,669,DAYS INN - BANKSVILLE POOL,1150 BANKSVILLE ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15216,40.4192030594173,-80.0302690528456,POOLS (OUTDOOR),2022-08-22T10:30:00,2022-08-30T10:45:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,55,t,t,f,t,t,t,2022-09-01
60071,201401,2183,WHITE OAK FARMS POOL,502 RIVERVIEW DRIVE,,White Oak,WHITE OAK,Allegheny County,PA,15131,40.3226582436267,-79.7979993029776,POOLS (OUTDOOR),2022-09-01T14:55:00,2022-09-02T15:15:00,FOLLOW UP INSPECTION,t,3,WOLFE CURRIER,1.4,,,,,,7.2,,,150,t,t,f,t,t,t,2022-09-02
60072,201461,5902,THE RIDGE @ ROBINSON POOL,1501 MEREDITH DRIVE,,Robinson Township,PITTSBURGH,Allegheny County,PA,15205,40.441979755413,-80.1433568410581,POOLS (OUTDOOR),2022-09-02T14:40:00,2022-09-07T14:45:00,FOLLOW UP INSPECTION,t,5,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,
60073,201525,360,MARRIOTT CITY CENTER / PITTSBURGH /  POOL,112 WASHINGTON PLACE,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15219,40.4393476403357,-79.9929422904147,POOLS (INDOOR),2022-09-09T14:30:00,2022-09-12T15:00:00,INITIAL INSPECTION,f,1,LAURIA D. ANTHONY,,,,,,,,,,,t,t,t,t,t,t,2022-09-12
60074,201610,2391,LONDONBURY HOMES ASSOC,220 DOWNING  DRIVE,,Moon Township,MOON TOWNSHIP,Allegheny County,PA,15108,40.4917592393538,-80.1729600976657,POOL (CONDO OUTDOOR),2022-09-16T09:10:00,2022-09-16T09:15:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,,,,,,,,,,,t,t,f,t,t,t,2022-09-19
60075,201684,2298,CHARLEMAGNE II POOL,4000 CHARLEMAGNE CIRCLE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,,,POOL (CONDO OUTDOOR),2022-09-21T15:00:00,2022-09-22T15:25:00,FOLLOW UP INSPECTION,t,3,NOBBS SCOTT,,,,,,,,,,60,t,t,f,t,t,t,2023-07-11
60076,201712,678,CHATHAM UNIVERSITY  SPA, WOODLAND ROAD,,Pittsburgh,PITTSBURGH,Allegheny County,PA,15232,,,SPA/HOT TUB (INDOOR),2022-09-20T09:30:00,2022-09-23T09:45:00,INITIAL INSPECTION,f,1,MURPHY COLLEEN,,,,,,,,,,,t,t,t,t,t,t,2022-09-20
60077,201732,10417,2626 SOUTH SIDE FLATS - POOL,2626 TUNNEL BOULEVARD,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.429138313317,-79.9669278190112,POOLS (INDOOR),2022-09-23T10:00:00,2022-09-26T10:15:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.2,4.2,0,0,0,0,7.4,7.4,,125,t,t,f,t,t,t,2022-09-27
60078,201733,10418,2626 SOUTH SIDE FLATS - SPA,2626 TUNNEL  BOULEVARD,,Pittsburgh,Pittsburgh,Allegheny County,PA,15203,40.429138313317,-79.9669278190112,SPA/HOT TUB (INDOOR),2022-09-23T10:30:00,2022-09-26T10:40:00,FOLLOW UP INSPECTION,t,2,CONLEY FAON,4.2,4.2,0,0,0,0,7.4,7.4,,125,t,t,f,t,t,t,2022-09-27
60079,201739,3901,SAMPSON FAMILY YMCA THERAPY POOL,2200 GOLDEN MILE HIGHWAY,,Plum,PITTSBURGH,Allegheny County,PA,15239,40.4580735275282,-79.707638199256,POOLS (INDOOR),2022-09-23T15:26:00,2022-09-26T15:30:00,FOLLOW UP INSPECTION,t,3,WILSON ANGELA,,,,,,,,,,,t,t,t,t,t,t,2022-09-26
60080,201750,2357,CHARTIERS VALLEY HIGH SCHOOL POOL,50 THOMS RUN  ROAD,,Collier Township,PRESTO,Allegheny County,PA,15017,40.378788791577,-80.1025406961975,POOLS (SCHOOLS),,2022-09-27T13:37:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,0,0,0,0,0,0,0,0,0,300,t,t,t,t,t,t,2022-09-28
60081,200891,2416,FOREST GLEN CONDO POOL,1514 FOREST GREEN DRIVE,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5076528451581,-80.2158398539581,POOL (CONDO OUTDOOR),2022-08-02T15:45:00,2022-08-03T16:15:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,8,1.5,0,0,,,8.0,8.0,45,,t,t,f,t,f,t,2023-08-17
60082,200892,4181,CLINTON LAKE POOL,124 CLINTON LAKE ROAD,,Findlay Township,CLINTON,Allegheny County,PA,15026,40.4944200235297,-80.2927106107242,POOLS (OUTDOOR),2022-08-02T14:45:00,2022-08-03T15:05:00,INITIAL INSPECTION,t,1,MANOWN MARYANN,2.5,,0,,,,7.4,,40,110,t,t,t,t,t,t,2023-08-17
60083,200900,758,VILLAGE AT SEWICKLEY HILLS POOL,104 PRESCOTT PLACE,,Ohio Township,SEWICKLEY,Allegheny County,PA,15143,40.5702265896482,-80.1144769800448,POOL (CONDO OUTDOOR),2022-08-02T14:50:00,2022-08-04T15:30:00,FOLLOW UP INSPECTION,t,5,NOBBS SCOTT,,,,,,,,,,80,t,t,f,t,t,t,2022-08-16
60084,200970,1432,BRECKENRIDGE COMMUNITY POOL,1820 MICHAEL  DRIVE,,Baldwin,PITTSBURGH,Allegheny County,PA,15227,,,POOL (CONDO OUTDOOR),2022-08-08T11:30:00,2022-08-09T12:30:00,INITIAL INSPECTION,t,1,CONLEY FAON,5,5,0,0,0,0,7.4,7.4,,,t,t,t,t,t,t,2022-08-09
60085,201004,2063,BUENA VISTA SWIMMING POOL,3333 FIRE STATION ROAD,,Elizabeth Township,BUENA VISTA,Allegheny County,PA,15018,40.2757972945557,-79.7995528061735,POOLS (OUTDOOR),2022-08-10T14:55:00,2022-08-11T15:05:00,FOLLOW UP INSPECTION,t,6,WOLFE CURRIER,4.4,,0,,,,7.4,,30,350,t,t,f,t,t,t,2022-08-12
60086,201031,5983,NEVILLESIDE  HOA POOL ,1900 CAMBRIDGE  DRIVE,,Collier Township,PRESTO,Allegheny County,PA,15142,40.3882282376497,-80.1363393491758,POOL (CONDO OUTDOOR),2022-08-11T13:20:00,2022-08-12T13:50:00,FOLLOW UP INSPECTION,t,2,LAURIA D. ANTHONY,2.6,2.6,0,0,,,7.4,7.4,0,80,t,t,f,t,t,t,2022-08-17
60087,201056,686,WOODLANDS AT STEEPLECHASE,113 WOODLANDS TRAIL,,West Deer Township,GIBSONIA,Allegheny County,PA,15044,40.6120607229991,-79.9092680835609,POOL (CONDO OUTDOOR),2022-08-11T12:30:00,2022-08-12T13:30:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,1,,0,,0,0,7.4,,<50,75,t,t,f,t,t,t,2022-08-15
60088,201079,1510,CITY VISTA APARTMENTS - POOL,325 ELIZABETH DRIVE,,Green Tree,PITTSBURGH,Allegheny County,PA,15220,40.4270335305501,-80.0362348300712,POOLS (OUTDOOR),2022-08-11T14:25:00,2022-08-15T14:40:00,FOLLOW UP INSPECTION,t,4,MANOWN MARYANN,,,,,,,,,,,t,t,t,t,t,t,2022-09-09
60089,201108,1013,FAIRFIELD INN NEVILLE POOL,5850 GRAND AVENUE,,Neville Township,PITTSBURGH,Allegheny County,PA,15225,40.5137302036847,-80.1332102246302,POOLS (INDOOR),2022-08-15T14:30:00,2022-08-16T15:30:00,INITIAL INSPECTION,t,1,LAURIA D. ANTHONY,3,3,0,0,,,7.6,7.6,0,50,t,t,t,t,t,t,2022-08-29
60090,201119,1177,BERKSHIRES CLUBHOUSE / WADING POOL,6000 MIDDLEFIELD DRIVE,,South Fayette Township,MCDONALD,Allegheny County,PA,15057,40.3684852850008,-80.1773635132249,POOL (CONDO OUTDOOR),2022-08-15T13:40:00,2022-08-16T14:00:00,INITIAL INSPECTION,t,1,ANDERSON IAN,4.6,,0,,,,<7,,,20,t,t,f,t,f,t,2023-08-30
60091,201130,2308,CASCADES POOL,100 E WEST DRIVE,,Ross Township,PITTSBURGH,Allegheny County,PA,15237,40.5065899624034,-80.0211813885015,POOLS (OUTDOOR),2022-08-15T14:50:00,2022-08-16T15:40:00,FOLLOW UP INSPECTION,t,2,NOBBS SCOTT,,,,,,,,,,117,t,t,f,t,t,t,2022-08-18
60092,201153,10638,HAMPTON INN & SUITES / WATERFRONT POOL,301 W WATERFRONT DRIVE,,West Homestead,Homestead,Allegheny County,PA,15120,40.406967405201,-79.9201579015465,POOLS (INDOOR),2022-08-16T14:00:00,2022-08-17T14:15:00,FOLLOW UP INSPECTION,t,3,ANDERSON IAN,,,,,,,,,,,t,t,t,t,t,t,2022-08-22
60093,201046,2277,O'HARA WOODS APTS POOL,100 OHARA WOODS DRIVE,,O'Hara Township,PGH,Allegheny County,PA,15238,40.4994357799957,-79.8575502690682,POOLS (OUTDOOR),2022-08-10T11:00:00,2022-08-12T12:00:00,INITIAL INSPECTION,f,1,FREEMAN MICHELE,2.4,2.8,0,0,0,0,7.4,7.4,<50,140,t,t,t,t,t,t,2022-08-15
60094,201047,4202,HYTYRE FARMS HOMEOWNERS ASSOCIATION - POOL,50 WALKER LANE,,West Deer Township,GIBSONIA,Allegheny County,PA,15044,40.6269568885435,-79.9180682318671,POOL (CONDO OUTDOOR),2022-08-09T09:00:00,2022-08-12T10:00:00,FOLLOW UP INSPECTION,t,2,FREEMAN MICHELE,2.6,2.6,0.2,0.2,0,0,7.6,7.6,<50,85,t,t,f,t,t,t,2022-08-16
60095,201051,2239,SYLVAN PARK WATERSLIDE POOL,1800 SYLVAN AVENUE,,Harrison Township,NATRONA HEIGHTS,Allegheny County,PA,15065,40.6360560027259,-79.7226565532746,WATER SLIDE POOLS,2022-08-08T11:00:00,2022-08-12T12:00:00,INITIAL INSPECTION,t,1,FREEMAN MICHELE,3.2,,0,,0,0,7.4,,<50,50,t,t,t,t,t,t,2022-08-16
60096,201053,2404,SPRING RUN VILLAGE CONDO POOL,100 SPRINGWATER COURT,,Moon Township,CORAOPOLIS,Allegheny County,PA,15108,40.5323353503321,-80.2668129851518,POOL (CONDO OUTDOOR),2022-08-09T10:35:00,2022-08-12T11:20:00,FOLLOW UP INSPECTION,t,3,MANOWN MARYANN,3,,0.2,,,,7.6,,<30,120,t,t,f,t,t,t,2023-08-16
60097,201060,2391,LONDONBURY HOMES ASSOC,220 DOWNING  DRIVE,,Moon Township,MOON TOWNSHIP,Allegheny County,PA,15108,40.4917592393538,-80.1729600976657,POOL (CONDO OUTDOOR),2022-08-09T09:35:00,2022-08-12T10:10:00,FOLLOW UP INSPECTION,t,2,MANOWN MARYANN,4,4.5,0,0,,,7.6,7.6,0,300,t,t,f,t,t,t,2022-09-19
